Title,Type,Episodes,Status,Start airing,End airing,Starting season,Broadcast time,Producers,Licensors,Studios,Sources,Genres,Duration,Rating,Score,Scored by,Members,Favorites
Nanbaka 2,ONA,12,Finished Airing,2017-1-4,2017-3-22,-,-,comico,Funimation,Satelight,Web manga,"Action,Comedy,Drama",23 min. per ep.,PG-13,7.61,21942,47302,190
Naruto: Shippuuden Movie 5 - Blood Prison,Movie,1,Finished Airing,2011-7-30,-,-,-,"TV Tokyo,Aniplex,Dentsu,Shueisha",Viz Media,Studio Pierrot,Manga,"Action,Adventure,Martial Arts,Super Power,Mystery,Shounen",1 hr. 42 min.,PG-13,7.61,59525,100488,105
"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",Movie,1,Finished Airing,2008-3-1,-,-,-,"Fuji Pacific Music Publishing,Shueisha",-,Toei Animation,Manga,"Action,Adventure,Comedy,Super Power,Fantasy,Shounen",1 hr. 53 min.,PG-13,7.61,19853,35894,23
Patalliro!,TV,49,Finished Airing,1982-4-9,1983-5-13,Spring,Thursdays at 19:00 (JST),-,-,Toei Animation,Manga,"Adventure,Comedy,Romance,Shoujo,Shounen Ai",24 min. per ep.,PG,7.61,503,3358,47
Patapata Hikousen no Bouken,TV,26,Finished Airing,2002-1-5,2002-6-29,Winter,-,TMS Entertainment,-,Telecom Animation Film,Novel,"Adventure,Sci-Fi",24 min. per ep.,PG-13,7.61,1178,3669,24
Pokemon XY: Mega Evolution,Special,4,Finished Airing,2014-4-3,2015-10-29,-,-,TV Tokyo,The Pokemon Company International,OLM,Game,"Action,Adventure,Comedy,Kids,Fantasy",24 min. per ep.,PG,7.61,7941,14299,20
Saint☆Oniisan,OVA,2,Finished Airing,2012-12-3,2013-8-23,-,-,-,-,A-1 Pictures,Manga,"Comedy,Seinen,Slice of Life",20 min. per ep.,PG-13,7.61,21879,46339,150
Saki Achiga-hen: Episode of Side-A Specials,Special,4,Finished Airing,2013-2-20,2013-8-21,-,-,"Sotsu,Lantis,TV Tokyo Music",-,Studio Gokumi,Manga,"Game,Slice of Life,School",30 min. per ep.,PG-13,7.61,5911,10400,21
Shoubushi Densetsu Tetsuya,TV,20,Finished Airing,2000-10-7,2001-3-24,Fall,-,"TV Asahi,Toei Video",-,Toei Animation,Manga,"Game,Historical,Shounen",23 min. per ep.,R,7.61,1849,4733,21
"Suteki desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!",Special,3,Finished Airing,1998-9-25,1999-9-25,-,-,NHK,-,-,Manga,"Comedy,Shoujo",5 min. per ep.,G,7.61,10950,21762,312
Aggressive Retsuko,TV,100,Finished Airing,2016-4-2,2018-3-31,Spring,Saturdays at 12:00 (JST),Sanrio,-,Fanworks,Original,"Music,Comedy",1 min. per ep.,PG,7.6,2232,12019,78
Angel Beats!: Another Epilogue,Special,1,Finished Airing,2010-12-22,-,-,-,"Aniplex,Visual Art's",-,P.A. Works,Original,"Supernatural,Drama,School",2 min.,PG-13,7.6,100042,161691,229
Chuunibyou demo Koi ga Shitai! Ren,TV,12,Finished Airing,2014-1-9,2014-3-27,Winter,Thursdays at 00:30 (JST),"Lantis,TBS",Sentai Filmworks,Kyoto Animation,Light novel,"Comedy,Drama,Romance,School,Slice of Life",24 min. per ep.,PG-13,7.6,174732,296546,1310
Donten ni Warau,TV,12,Finished Airing,2014-10-4,2014-12-20,Fall,-,"VAP,Nippon Television Network",Funimation,Doga Kobo,Manga,"Action,Historical,Shoujo,Supernatural",23 min. per ep.,PG-13,7.6,28726,74185,550
Hello!! Kiniro Mosaic,TV,12,Finished Airing,2015-4-6,2015-6-22,Spring,Mondays at 00:00 (JST),"Genco,flying DOG,Showgate",Sentai Filmworks,Studio Gokumi,4-koma manga,"Slice of Life,Comedy,School,Seinen",23 min. per ep.,PG-13,7.6,21166,45427,205
Hokuto no Ken 2,TV,43,Finished Airing,1987-3-12,1988-2-18,Spring,-,-,Discotek Media,Toei Animation,Manga,"Action,Drama,Martial Arts,Super Power",25 min. per ep.,R,7.6,6565,15304,89
Huyao Xiao Hongniang: Beishan Yaodi,ONA,8,Finished Airing,2016-11-18,2017-1-6,-,-,Tencent Animation,-,Haoliners Animation League,Manga,"Comedy,Historical,Supernatural,Romance",14 min. per ep.,PG-13,7.6,1092,2620,4
Kino no Tabi: The Beautiful World - The Animated Series,TV,12,Finished Airing,2017-10-6,2017-12-22,Fall,Fridays at 22:00 (JST),"Movic,Magic Capsule,ASCII Media Works,NBCUniversal Entertainment Japan,Egg Firm,Crunchyroll SC Anime Fund",Funimation,Lerche,Light novel,"Action,Adventure,Slice of Life",23 min. per ep.,R,7.6,30556,86466,395
Love Live! μ's Final Love Live! Opening Animation,Special,1,Finished Airing,2016-3-31,-,-,-,-,-,-,Original,Music,5 min.,G,7.6,723,3414,16
Magic Knight Rayearth II,TV,29,Finished Airing,1995-4-10,1995-11-27,Spring,Mondays at 19:30 (JST),-,"Media Blasters,Discotek Media",TMS Entertainment,Manga,"Adventure,Drama,Fantasy,Magic,Mecha,Romance,Shoujo",24 min. per ep.,PG-13,7.6,11579,21834,128
Metropolis,Movie,1,Finished Airing,2001-5-26,-,-,-,Kadokawa Shoten,-,Madhouse,Manga,"Adventure,Drama,Police,Romance,Sci-Fi,Shounen",1 hr. 49 min.,PG-13,7.6,27246,55449,360
Planetarian: Chiisana Hoshi no Yume,ONA,5,Finished Airing,2016-7-7,2016-8-4,-,-,Visual Art's,Funimation,David Production,Visual novel,"Sci-Fi,Drama",18 min. per ep.,PG-13,7.6,25700,55606,269
Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,Movie,1,Finished Airing,2011-3-19,-,-,-,Asahi Broadcasting,-,Toei Animation,Original,"Action,Fantasy,Magic,Shoujo",1 hr. 11 min.,G,7.6,1562,3456,13
So Ra No Wo To,TV,12,Finished Airing,2010-1-5,2010-3-23,Winter,Tuesdays at 01:30 (JST),"TV Tokyo,Aniplex",Nozomi Entertainment,A-1 Pictures,Original,"Military,Sci-Fi,Music,Slice of Life",24 min. per ep.,PG-13,7.6,37922,105741,1202
So Ra No Wo To Specials,Special,2,Finished Airing,2010-6-23,2010-9-22,-,-,Aniplex,-,A-1 Pictures,Original,"Military,Music,Sci-Fi,Slice of Life",24 min. per ep.,PG-13,7.6,11095,19515,10
Suisei no Gargantia,TV,13,Finished Airing,2013-4-7,2013-6-30,Spring,Sundays at 22:00 (JST),"Bandai Visual,Yomiuri Telecasting,Lantis,Nitroplus,Bushiroad,Good Smile Company",Viz Media,Production I.G,Original,"Action,Sci-Fi,Adventure,Mecha",23 min. per ep.,PG-13,7.6,118166,215606,998
Tales of Symphonia The Animation: Tethe'alla-hen,OVA,4,Finished Airing,2010-3-25,2011-2-25,-,-,-,-,ufotable,Game,"Action,Adventure,Magic,Martial Arts,Fantasy",40 min. per ep.,PG-13,7.6,10280,23773,77
Towa no Quon 3: Mugen no Renza,Movie,1,Finished Airing,2011-8-13,-,-,-,"Bandai Visual,Lantis,Movic,Showgate,Hakuhodo DY Media Partners,Sony PCL",Sentai Filmworks,Bones,Original,"Action,Super Power,Psychological,Supernatural",48 min.,PG-13,7.6,13729,23795,16
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,Movie,1,Finished Airing,2017-3-18,-,-,-,"Mainichi Broadcasting System,Pony Canyon,DAX Production",-,Studio Gokumi,Light novel,"Slice of Life,Drama,Magic,Fantasy",48 min.,PG-13,7.6,2670,7938,14
Aa! Megami-sama! (TV) Specials,Special,3,Finished Airing,2005-4-1,2005-12-23,-,-,"Bandai Visual,AIC","Media Blasters,NYAV Post",-,Manga,"Magic,Comedy,Romance,Supernatural,Seinen",24 min. per ep.,PG-13,7.59,11518,21338,53
Acchi Kocchi (TV): Place=Princess,Special,1,Finished Airing,2012-11-7,-,-,-,-,Sentai Filmworks,AIC,4-koma manga,"Slice of Life,Comedy,Romance,School,Seinen",23 min.,PG-13,7.59,20124,34776,54
Ai no Wakakusa Monogatari,TV,48,Finished Airing,1987-1-11,1987-12-27,Winter,Sundays at 19:30 (JST),-,Saban Entertainment,Nippon Animation,Novel,"Drama,Historical,Slice of Life",24 min. per ep.,G,7.59,1756,4352,25
Boku no Hero Academia: Training of the Dead,OVA,1,Finished Airing,2017-6-2,-,-,-,-,-,Bones,Manga,"Action,Comedy,Super Power,School,Shounen",25 min.,PG-13,7.59,25194,55492,72
Btooom!,TV,12,Finished Airing,2012-10-4,2012-12-20,Fall,Thursdays at 23:00 (JST),"Sotsu,KlockWorx,flying DOG,Showgate",Sentai Filmworks,Madhouse,Manga,"Action,Sci-Fi,Psychological,Seinen",24 min. per ep.,R,7.59,270510,455559,2891
Casshern Sins,TV,24,Finished Airing,2008-10-2,2009-3-16,Fall,-,"Showgate,USEN",Funimation,"Madhouse,Tatsunoko Production",Other,"Action,Adventure,Drama,Psychological,Sci-Fi",24 min. per ep.,R,7.59,35456,99846,1199
Gallery Fake,TV,37,Finished Airing,2005-1-8,2005-9-24,Winter,-,"TV Tokyo,Aniplex",-,"TMS Entertainment,Tokyo Kids,Minami Machi Bugyousho",Manga,"Mystery,Seinen",25 min. per ep.,PG-13,7.59,2115,8325,44
Ghost in the Shell (2015),Movie,1,Finished Airing,2015-6-20,-,-,-,-,Funimation,Production I.G,Manga,"Action,Mecha,Police,Psychological,Sci-Fi",1 hr. 40 min.,R,7.59,9787,30010,70
Gochuumon wa Usagi desu ka?,TV,12,Finished Airing,2014-4-10,2014-6-26,Spring,-,"Frontier Works,Sotsu,Magic Capsule,Showgate,Houbunsha,NBCUniversal Entertainment Japan,RAY",Sentai Filmworks,White Fox,4-koma manga,"Slice of Life,Comedy",23 min. per ep.,PG-13,7.59,46663,120730,1364
Gokudou-kun Manyuuki,TV,26,Finished Airing,1999-4-2,1999-9-24,Spring,Fridays at 18:30 (JST),SoftX,"Media Blasters,Discotek Media",Trans Arts,Light novel,"Adventure,Comedy,Fantasy,Magic",23 min. per ep.,PG-13,7.59,4060,9681,97
IDOLiSH7,TV,17,Currently Airing,2018-1-7,2018-5-19,Winter,Sundays at 22:30 (JST),"Bandai Visual,Lantis,Bandai Namco Games",-,TROYCA,Game,Music,24 min. per ep.,PG-13,7.59,1871,11922,204
Kidou Senkan Nadesico,TV,26,Finished Airing,1996-10-1,1997-3-25,Fall,Tuesdays at 18:30 (JST),"Starchild Records,Yomiko Advertising,Audio Tanaka","ADV Films,Nozomi Entertainment",Xebec,Original,"Action,Comedy,Mecha,Military,Parody,Romance,Sci-Fi,Shounen,Space",23 min. per ep.,PG-13,7.59,13447,33922,353
Kiznaiver,TV,12,Finished Airing,2016-4-9,2016-6-25,Spring,Saturdays at 23:30 (JST),"Aniplex,Movic,Ultra Super Pictures,Sammy,Asahi Broadcasting,BS11",Aniplex of America,Trigger,Original,"Sci-Fi,Drama,Romance",24 min. per ep.,PG-13,7.59,155249,317132,2476
Koi ni Naritai Aquarium,Music,1,Finished Airing,2016-4-27,-,-,-,Lantis,-,Sunrise,Music,Music,7 min.,PG-13,7.59,2254,4267,17
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,Movie,1,Finished Airing,2017-6-17,-,-,-,"Aniplex,Studio Mausu",Aniplex of America,8bit,Light novel,"Action,Magic,Supernatural,Sci-Fi",1 hr. 30 min.,R,7.59,16815,61728,281
Mobile Suit Gundam SEED: SEED Supernova - Tanekyara Gekijou,Special,4,Finished Airing,2007-6-22,-,-,-,-,-,Sunrise,Original,"Parody,Comedy",4 min. per ep.,PG-13,7.59,2914,6165,11
Ningen Shikkaku: Director's Cut-ban,Movie,1,Finished Airing,2009-12-12,-,-,-,-,-,Madhouse,Novel,"Drama,Historical,Psychological,Seinen",1 hr. 29 min.,R,7.59,913,5306,28
Sayonara Zetsubou Sensei Special,Special,1,Finished Airing,2012-1-31,-,-,-,-,-,Shaft,Manga,"Mystery,Comedy,Parody",24 min.,R,7.59,4823,11707,4
Shinryaku!? Ika Musume,TV,12,Finished Airing,2011-9-27,2011-12-25,Fall,-,"TV Tokyo,Lantis,Pony Canyon,TV Tokyo Music,Studio Jack",Sentai Filmworks,Diomedea,Manga,"Slice of Life,Comedy,Shounen",24 min. per ep.,PG-13,7.59,29567,57038,117
Tales of Symphonia The Animation: Sekai Tougou-hen,OVA,3,Finished Airing,2011-11-23,2012-10-24,-,-,-,-,ufotable,Game,"Action,Adventure,Magic,Martial Arts,Fantasy",36 min. per ep.,PG-13,7.59,6715,17083,56
Yozakura Quartet: Tsuki ni Naku,OVA,3,Finished Airing,2013-10-9,2014-11-7,-,-,-,-,Tatsunoko Production,Manga,"Action,Magic,Comedy,Super Power,Supernatural,Shounen",28 min. per ep.,PG-13,7.59,6861,17805,20
Aldnoah.Zero,TV,12,Finished Airing,2014-7-6,2014-9-21,Summer,Sundays at 00:00 (JST),"Aniplex,Movic,Nitroplus,Houbunsha,MAGES.,Tokyo MX,Asahi Broadcasting,BS11",Aniplex of America,"A-1 Pictures,TROYCA",Original,"Action,Military,Sci-Fi,Mecha",23 min. per ep.,R,7.58,182514,319901,3390
Candy Candy,TV,115,Finished Airing,1976-10-1,1979-2-2,Fall,-,-,-,Toei Animation,-,"Slice of Life,Drama,Shoujo",25 min. per ep.,G,7.58,6918,14777,223
Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,Special,1,Finished Airing,2013-6-19,-,-,-,"Lantis,Pony Canyon,TBS,Rakuonsha",Sentai Filmworks,Kyoto Animation,Light novel,"Slice of Life,Comedy,Drama,Romance,School",24 min.,PG-13,7.58,58620,98307,90
CLAMP in Wonderland 2,Music,1,Finished Airing,2007-10-26,-,-,-,Victor Entertainment,-,Madhouse,-,"Action,Fantasy,Magic,Comedy,Romance,Music,Drama",5 min.,G,7.58,9091,15568,33
Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,ONA,1,Finished Airing,2017-6-29,-,-,-,-,Funimation,A-1 Pictures,Manga,"Comedy,Vampire,Fantasy,School",23 min.,PG-13,7.58,21015,35701,16
Douluo Dalu,ONA,26,Currently Airing,2018-1-20,-,-,-,Tencent Penguin Pictures,-,Sparkly Key Animation Studio,Novel,"Action,Adventure,Historical,Romance,Martial Arts,Fantasy",20 min. per ep.,PG-13,7.58,266,1137,23
Free!,TV,12,Finished Airing,2013-7-4,2013-9-26,Summer,Thursdays at Unknown,"Lantis,Iwatobi High School Swimming Club,Asahi Broadcasting","Funimation,Discotek Media,Crunchyroll","Kyoto Animation,Animation Do",Original,"Slice of Life,Comedy,Sports,Drama,School",24 min. per ep.,PG-13,7.58,199599,350256,7744
Hetalia: The Beautiful World Extra Disc,OVA,1,Finished Airing,2014-2-26,-,-,-,Frontier Works,Funimation,Studio Deen,Web manga,"Comedy,Historical,Parody",5 min.,PG-13,7.58,2530,6289,15
Hetalia: The World Twinkle,ONA,15,Finished Airing,2015-7-3,2015-10-9,-,-,Frontier Works,Funimation,Studio Deen,Manga,"Comedy,Historical,Parody",5 min. per ep.,PG-13,7.58,9177,22340,272
Kidou Keisatsu Patlabor the Movie,Movie,1,Finished Airing,1989-7-15,-,-,-,"Bandai Visual,Shochiku,Bandai,Tohokushinsha Film Corporation","Maiden Japan,Manga Entertainment,Bandai Visual USA","Production I.G,Studio Deen",Original,"Military,Police,Drama,Mecha",1 hr. 39 min.,PG-13,7.58,9550,19465,97
Kindaichi Shounen no Jikenbo Returns,TV,25,Finished Airing,2014-4-5,2014-9-27,Spring,-,Yomiuri Telecasting,-,Toei Animation,Manga,"Mystery,Shounen",24 min. per ep.,R,7.58,3731,10472,49
Kiniro Mosaic: Pretty Days,Movie,1,Finished Airing,2016-11-12,-,-,-,Genco,-,Studio Gokumi,4-koma manga,"Slice of Life,Comedy,School,Seinen",50 min.,PG-13,7.58,3995,10971,20
Kyou kara Maou! R,OVA,5,Finished Airing,2007-10-26,2008-3-28,-,-,-,-,Studio Deen,Light novel,"Adventure,Comedy,Demons,Fantasy,Shoujo",25 min. per ep.,PG-13,7.58,7701,16769,58
Ling Qi 2,TV,12,Currently Airing,2018-2-23,-,Winter,-,Tencent Animation,-,Haoliners Animation League,Web manga,"Action,Comedy,Magic,Shounen Ai,Supernatural",24 min. per ep.,PG-13,7.58,1053,7626,48
Mekakucity V's,Music,4,Finished Airing,2014-1-1,-,-,-,-,-,-,Music,"Music,Super Power,Supernatural,Romance",4 min. per ep.,PG-13,7.58,686,2591,9
Mi Yu Xing Zhe,ONA,-,Currently Airing,2018-2-3,-,-,-,Jay Zone Comic,-,Thundray,Web manga,"Mystery,Psychological,Thriller",23 min.,R,7.58,284,2295,7
One Piece: Romance Dawn,OVA,1,Finished Airing,2012-12-20,-,-,-,Shueisha,-,Toei Animation,Manga,"Action,Comedy,Super Power,Fantasy,Shounen",30 min.,PG-13,7.58,4343,11031,7
Oushitsu Kyoushi Heine,TV,12,Finished Airing,2017-4-5,2017-6-21,Spring,Wednesdays at 02:05 (JST),"TV Tokyo,Square Enix,Sotsu,TV Osaka,AT-X,DAX Production,TV Tokyo Music,Avex Pictures,BS Japan,Dai Nippon Printing,Contents Seed,A-Sketch",Funimation,Bridge,Manga,"Slice of Life,Comedy,Historical,Shounen",23 min. per ep.,PG-13,7.58,24714,59437,440
Plawres Sanshirou,TV,37,Finished Airing,1983-6-5,1984-2-26,Summer,-,"Asatsu DK,Kaname Productions",-,-,Manga,"Adventure,Sports,Mecha,School,Sci-Fi,Shounen",25 min. per ep.,PG-13,7.58,802,2155,17
Suzumiya Haruhi-chan no Yuuutsu,ONA,25,Finished Airing,2009-2-14,2009-5-8,-,-,Kadokawa Shoten,"Funimation,Bandai Entertainment",Kyoto Animation,4-koma manga,"Comedy,Parody",5 min. per ep.,PG-13,7.58,40747,78123,401
Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,Movie,1,Finished Airing,2005-1-29,-,-,-,"Production I.G,Nihon Ad Systems",-,Trans Arts,Manga,"Comedy,Sports,Shounen",30 min.,PG-13,7.58,6269,11621,43
The Big O,TV,26,Finished Airing,1999-10-13,2003-3-27,Fall,-,Bandai Visual,"Bandai Entertainment,Sentai Filmworks",Sunrise,Original,"Action,Sci-Fi,Mystery,Psychological,Mecha",24 min. per ep.,PG-13,7.58,24212,56914,667
Uchuu Senkan Yamato 2,TV,26,Finished Airing,1978-10-14,1979-4-7,Fall,Saturdays at 19:00 (JST),"Academy Productions,Yomiuri Advertising",-,-,Original,"Action,Military,Sci-Fi,Adventure,Space,Drama",24 min. per ep.,PG-13,7.58,1517,4586,19
Yamada-kun to 7-nin no Majo (OVA),OVA,2,Finished Airing,2014-12-17,2015-5-15,-,-,Kodansha,-,LIDENFILMS,Manga,"Comedy,Romance,School,Shounen",30 min. per ep.,PG-13,7.58,25428,48523,40
Yozakura Quartet: Hana no Uta,TV,13,Finished Airing,2013-10-6,2013-12-29,Fall,-,-,-,Tatsunoko Production,Manga,"Action,Comedy,Magic,Shounen,Super Power,Supernatural",23 min. per ep.,PG-13,7.58,25073,76563,342
Amaama to Inazuma,TV,12,Finished Airing,2016-7-5,2016-9-20,Summer,Tuesdays at 01:05 (JST),"Toei Video,Kodansha,Shin-Ei Animation,DAX Production,Asmik Ace Entertainment,Yomiuri TV Enterprise,Sumitomo",-,TMS Entertainment,Manga,"Comedy,Seinen,Slice of Life",24 min. per ep.,PG-13,7.57,65252,147564,504
Boku no Hero Academia: Sukue! Kyuujo Kunren!,OVA,1,Finished Airing,2017-4-4,-,-,-,-,-,Bones,Manga,"Action,Comedy,Super Power,School,Shounen",25 min.,PG-13,7.57,20882,51646,56
Darker than Black: Ryuusei no Gemini,TV,12,Finished Airing,2009-10-9,2009-12-25,Fall,-,"Aniplex,Square Enix,Mainichi Broadcasting System,Movic,Sakura Create",Funimation,Bones,Original,"Action,Sci-Fi,Mystery,Super Power",24 min. per ep.,R,7.57,161655,271041,1391
Diamond no Ace: Second Season OVA,OVA,2,Finished Airing,2016-8-15,2016-10-17,-,-,-,-,"Production I.G,Madhouse",Manga,"Comedy,Sports,School,Shounen",24 min. per ep.,PG-13,7.57,1255,3918,3
Digimon Adventure tri. 4: Soushitsu,Movie,1,Finished Airing,2017-2-25,-,-,-,-,Shout! Factory,Toei Animation,Original,"Action,Adventure,Comedy,Drama",1 hr. 22 min.,PG-13,7.57,13627,26782,111
Dragon Ball Z Movie 14: Kami to Kami,Movie,1,Finished Airing,2013-3-30,-,-,-,-,Funimation,Toei Animation,Manga,"Action,Adventure,Fantasy,Martial Arts,Shounen,Super Power",1 hr. 25 min.,PG-13,7.57,65305,93957,164
Emiya-san Chi no Kyou no Gohan,ONA,-,Currently Airing,2017-12-31,-,-,-,"Aniplex,Kadokawa",Aniplex of America,ufotable,Manga,"Slice of Life,Comedy",13 min.,PG-13,7.57,5530,23605,57
Gabriel DropOut,TV,12,Finished Airing,2017-1-9,2017-3-27,Winter,Mondays at 22:30 (JST),"Media Factory,AT-X,Sony Music Communications,Kadokawa Media House,NTT Plala",-,Doga Kobo,Manga,"Comedy,Demons,Supernatural,School,Shounen",23 min. per ep.,PG-13,7.57,83246,167116,1343
Ghost in the Shell: Arise - Border:1 Ghost Pain,Movie,1,Finished Airing,2013-6-22,-,-,-,Bandai Visual,Funimation,Production I.G,Manga,"Mecha,Police,Psychological,Sci-Fi",58 min.,R,7.57,20365,40815,52
Hakumei to Mikochi,TV,12,Finished Airing,2018-1-12,2018-3-30,Winter,Fridays at 21:00 (JST),"Lantis,AT-X,Sony Music Communications,Kadokawa Media House,Kadokawa",Sentai Filmworks,Lerche,Manga,"Slice of Life,Fantasy,Seinen",23 min. per ep.,PG-13,7.57,6023,26521,79
Hidamari Sketch Specials,Special,2,Finished Airing,2007-10-18,-,-,-,Lantis,Sentai Filmworks,Shaft,4-koma manga,"Slice of Life,Comedy,School,Seinen",24 min. per ep.,PG-13,7.57,8404,14861,8
Kakegurui,TV,12,Finished Airing,2017-7-1,2017-9-23,Summer,Saturdays at 22:00 (JST),"Dentsu,Square Enix,Movic,KlockWorx,DIVE II Entertainment,81 Produce,Avex Pictures,Furyu",-,MAPPA,Manga,"Drama,Game,Mystery,Psychological,School,Shounen",24 min. per ep.,R,7.57,126453,260795,1625
Kamichu! Specials,Special,4,Finished Airing,2005-11-23,2006-3-29,-,-,Geneon Universal Entertainment,"Funimation,Geneon Entertainment USA",Brain's Base,Original,"Slice of Life,Comedy,Supernatural,Drama",26 min. per ep.,PG,7.57,4447,7919,3
Kimagure Orange☆Road OVA,OVA,8,Finished Airing,1989-3-1,1991-4-1,-,-,-,-,Studio Pierrot,Manga,"Magic,Comedy,Romance,School,Drama",30 min. per ep.,R,7.57,2050,4216,5
Kuruneko,TV,50,Finished Airing,2009-7-5,2010-6-13,Summer,-,"Kadokawa Pictures Japan,Kansai Telecasting,Tokai Television",-,"Studio Deen,DAX Production",Manga,"Slice of Life,Comedy",2 min. per ep.,G,7.57,507,3139,5
Majokko Shimai no Yoyo to Nene,Movie,1,Finished Airing,2013-12-28,-,-,-,"Aniplex,Starchild Records,Tokuma Shoten",-,ufotable,Manga,"Fantasy,Magic",1 hr. 40 min.,G,7.57,4048,11089,17
Minami-ke Betsubara,OVA,1,Finished Airing,2009-6-23,-,-,-,-,-,Asread,Manga,"Comedy,Slice of Life",25 min.,PG-13,7.57,12797,23796,14
Mugen no Ryvius,TV,26,Finished Airing,1999-10-6,2000-3-29,Fall,Wednesdays at 18:00 (JST),"TV Tokyo,Bandai Visual,Yomiko Advertising","Bandai Entertainment,Sentai Filmworks",Sunrise,Original,"Drama,Mecha,Military,Psychological,Sci-Fi,Space",23 min. per ep.,PG-13,7.57,8367,28048,241
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,ONA,4,Finished Airing,2011-2-22,2011-5-31,-,-,Aniplex,Aniplex of America,AIC Build,Light novel,"Slice of Life,Comedy",28 min. per ep.,PG-13,7.57,83225,126069,176
Pokemon Generations,ONA,18,Finished Airing,2016-12-9,2017-2-2,-,-,-,The Pokemon Company International,OLM,Game,"Action,Adventure,Fantasy,Game,Kids",4 min. per ep.,PG,7.57,8875,14873,50
Ryuu no Haisha,Special,2,Finished Airing,2017-2-18,2017-2-25,-,-,"NHK,Dwango",Sentai Filmworks,Khara,Original,"Adventure,Fantasy",46 min. per ep.,PG-13,7.57,8835,23784,64
Samurai 7,TV,26,Finished Airing,2004-6-12,2004-12-25,Summer,-,"GDH,Sotsu Music Publishing",Funimation,Gonzo,Other,"Historical,Mecha,Samurai,Sci-Fi",26 min. per ep.,PG-13,7.57,44346,86663,654
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,Special,1,Finished Airing,2008-8-27,-,-,-,-,-,Shaft,Manga,"Comedy,Parody,School",56 min.,PG-13,7.57,2195,7698,5
Senyuu. 2,TV,13,Finished Airing,2013-7-3,2013-9-25,Summer,-,"TV Tokyo,Bandai Visual,Lantis,Barnum Studio,Dwango,Good Smile Company",-,"Ordet,LIDENFILMS",Web manga,"Action,Comedy,Fantasy,Parody,Shounen",4 min. per ep.,PG-13,7.57,23303,39813,96
Seto no Hanayome OVA Specials,Special,2,Finished Airing,2008-11-3,2009-1-5,-,-,-,-,Gonzo,Manga,"Comedy,Parody,School",40 sec. per ep.,PG-13,7.57,3392,8369,2
Shigofumi,TV,12,Finished Airing,2008-1-6,2008-3-23,Winter,-,"Bandai Visual,Genco,Lantis,Rakuonsha",Sentai Filmworks,J.C.Staff,Original,"Psychological,Supernatural,Drama,Thriller,Fantasy",24 min. per ep.,R,7.57,23886,63585,306
Taiho Shichau zo (TV),TV,47,Finished Airing,1996-10-5,1997-9-27,Fall,-,"Bandai Visual,TBS,Kodansha,Nichion",AnimEigo,Studio Deen,Manga,"Action,Comedy,Police,Seinen",24 min. per ep.,PG-13,7.57,5319,15067,103
Yawara!,TV,124,Finished Airing,1989-10-16,1992-9-21,Fall,-,Kitty Films,AnimEigo,Madhouse,Manga,"Action,Slice of Life,Martial Arts,Sports,Comedy,Romance,Drama",25 min. per ep.,PG-13,7.57,1714,9041,58
Yowamushi Pedal: Spare Bike,Movie,1,Finished Airing,2016-9-9,-,-,-,-,-,TMS Entertainment,Manga,"Comedy,Sports,Drama,Shounen",1 hr.,PG-13,7.57,1764,6445,7
Yu☆Gi☆Oh! Duel Monsters,TV,224,Finished Airing,2000-4-18,2004-9-29,Spring,-,Nihon Ad Systems,"4Kids Entertainment,Flatiron Film Company",Studio Gallop,Manga,"Adventure,Game,Shounen",23 min. per ep.,PG-13,7.57,112045,181885,2574
